FIT101,LIT101,P101,P102,AIT202,AIT203,FIT201,P203,P205,P206,DPIT301,FIT301,LIT301,MV301,MV302,MV304,P301,P302,AIT401,AIT402,FIT401,LIT401,P401,P402,P403,P404,UV401,AIT501,AIT502,AIT503,AIT504,FIT501,FIT502,FIT503,FIT504,P501,P502,PIT501,PIT502,PIT503,FIT601,P601,P602,P603
1.89357,591.57832,1.0,1.0,8.427897,100.0,1.873503,1.0,1.0,1.0,10.0,1.870009,899.207718,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.710407,879.694428,1.0,1.0,1.0,1.0,1.0,7.852234,100.0,100.0,12.819918,1.719111,1.279653,0.736295,0.307517,1.0,1.0,10.0,1.152333,10.0,0.020412,1.0,1.0,1.0
1.890585,589.540443,1.0,1.0,8.426253,100.0,1.893665,1.0,1.0,1.0,10.0,1.881798,898.886373,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.712329,881.419146,1.0,1.0,1.0,1.0,1.0,7.852316,100.0,100.0,12.85399,1.721258,1.277951,0.737176,0.307661,1.0,1.0,10.0,1.156007,10.0,0.020857,1.0,1.0,1.0
1.89618,588.795174,1.0,1.0,8.425083,100.0,1.898078,1.0,1.0,1.0,10.0,1.881239,900.48767,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.711168,881.944214,1.0,1.0,1.0,1.0,1.0,7.852664,100.0,100.0,12.835698,1.722974,1.278437,0.735645,0.307548,1.0,1.0,10.0,1.157736,10.0,0.023028,1.0,1.0,1.0
1.916708,588.401718,1.0,1.0,8.426615,100.0,1.871646,1.0,1.0,1.0,10.0,1.878346,900.483858,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.711652,881.69535,1.0,1.0,1.0,1.0,1.0,7.852616,100.0,100.0,12.984934,1.719776,1.280201,0.736776,0.307918,1.0,1.0,10.0,1.154297,10.0,0.0233,1.0,1.0,1.0
1.916087,588.47344,1.0,1.0,8.426072,100.0,1.901872,1.0,1.0,1.0,10.0,1.888283,901.079389,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.712468,881.706625,1.0,1.0,1.0,1.0,1.0,7.85243,100.0,100.0,12.823101,1.721272,1.279514,0.736705,0.307924,1.0,1.0,10.0,1.15891,10.0,0.021378,1.0,1.0,1.0
1.901184,589.900152,1.0,1.0,8.427558,100.0,1.888687,1.0,1.0,1.0,10.0,1.878211,902.587,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.711645,882.789246,1.0,1.0,1.0,1.0,1.0,7.853703,100.0,100.0,13.030757,1.72013,1.280195,0.736375,0.307828,1.0,1.0,10.0,1.156674,10.0,0.023473,1.0,1.0,1.0
1.902704,589.241228,1.0,1.0,8.429083,100.0,1.889318,1.0,1.0,1.0,10.0,1.893833,900.881195,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.71026,881.98728,1.0,1.0,1.0,1.0,1.0,7.854144,100.0,100.0,12.999879,1.722483,1.279612,0.736888,0.307984,1.0,1.0,10.0,1.158552,10.0,0.023724,1.0,1.0,1.0
1.886821,589.822908,1.0,1.0,8.429136,100.0,1.887073,1.0,1.0,1.0,10.0,1.896775,900.902003,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.712643,883.325921,1.0,1.0,1.0,1.0,1.0,7.853314,100.0,100.0,13.02994,1.720234,1.278986,0.736015,0.307405,1.0,1.0,10.0,1.156749,10.0,0.020285,1.0,1.0,1.0
1.908142,589.675157,1.0,1.0,8.427844,100.0,1.880755,1.0,1.0,1.0,10.0,1.898201,899.748794,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.710069,881.255608,1.0,1.0,1.0,1.0,1.0,7.85356,100.0,100.0,12.893368,1.720932,1.278737,0.73619,0.307654,1.0,1.0,10.0,1.157749,10.0,0.026098,1.0,1.0,1.0
1.910338,590.984155,1.0,1.0,8.429179,100.0,1.886444,1.0,1.0,1.0,10.0,1.889182,902.891752,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.713197,883.844131,1.0,1.0,1.0,1.0,1.0,7.853236,100.0,100.0,12.907871,1.720661,1.279913,0.737267,0.307388,1.0,1.0,10.0,1.155922,10.0,0.019784,1.0,1.0,1.0
1.893361,591.069626,1.0,1.0,8.430701,100.0,1.89209,1.0,1.0,1.0,10.0,1.871112,901.999353,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.71235,882.66051,1.0,1.0,1.0,1.0,1.0,7.853824,100.0,100.0,13.039807,1.720682,1.279043,0.736338,0.307838,1.0,1.0,10.0,1.161318,10.0,0.023734,1.0,1.0,1.0
1.905281,591.449491,1.0,1.0,8.429345,100.0,1.867339,1.0,1.0,1.0,10.0,1.875245,901.367401,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.712049,883.209105,1.0,1.0,1.0,1.0,1.0,7.854382,100.0,100.0,12.99048,1.72262,1.279603,0.736087,0.307418,1.0,1.0,10.0,1.161099,10.0,0.021242,1.0,1.0,1.0
1.912065,589.207689,1.0,1.0,8.431343,100.0,1.888002,1.0,1.0,1.0,10.0,1.879831,901.801072,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70895,883.208769,1.0,1.0,1.0,1.0,1.0,7.855008,100.0,100.0,13.057354,1.722388,1.279577,0.736806,0.307733,1.0,1.0,10.0,1.15905,10.0,0.021081,1.0,1.0,1.0
1.882319,591.09097,1.0,1.0,8.429358,100.0,1.877313,1.0,1.0,1.0,10.0,1.87867,902.57431,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.710576,884.097066,1.0,1.0,1.0,1.0,1.0,7.854857,100.0,100.0,12.954563,1.720781,1.278051,0.735876,0.307464,1.0,1.0,10.0,1.157988,10.0,0.021757,1.0,1.0,1.0
1.900566,591.509341,1.0,1.0,8.428341,100.0,1.861318,1.0,1.0,1.0,10.0,1.895573,901.265563,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.711466,884.182867,1.0,1.0,1.0,1.0,1.0,7.85455,100.0,100.0,13.05997,1.721327,1.279435,0.736364,0.307599,1.0,1.0,10.0,1.165825,10.0,0.020906,1.0,1.0,1.0
1.897851,593.543873,1.0,1.0,8.431576,100.0,1.88124,1.0,1.0,1.0,10.0,1.875002,901.572788,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.709449,884.066232,1.0,1.0,1.0,1.0,1.0,7.855558,100.0,100.0,13.043078,1.719198,1.277907,0.736922,0.307282,1.0,1.0,10.0,1.162854,10.0,0.020531,1.0,1.0,1.0
1.901362,591.306055,1.0,1.0,8.43132,100.0,1.869665,1.0,1.0,1.0,10.0,1.868917,904.034026,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.709777,884.628646,1.0,1.0,1.0,1.0,1.0,7.854198,100.0,100.0,13.078279,1.719442,1.278399,0.735759,0.307265,1.0,1.0,10.0,1.164044,10.0,0.021806,1.0,1.0,1.0
1.871315,590.700162,1.0,1.0,8.429796,100.0,1.875463,1.0,1.0,1.0,10.0,1.869958,903.713781,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.710626,883.333063,1.0,1.0,1.0,1.0,1.0,7.854499,100.0,100.0,13.013886,1.720438,1.277544,0.735778,0.307498,1.0,1.0,10.0,1.163056,10.0,0.020895,1.0,1.0,1.0
1.891916,591.463381,1.0,1.0,8.429943,100.0,1.87678,1.0,1.0,1.0,10.0,1.873156,904.15153,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.709015,883.886914,1.0,1.0,1.0,1.0,1.0,7.854965,100.0,100.0,13.065318,1.719953,1.278202,0.735412,0.307396,1.0,1.0,10.0,1.164646,10.0,0.02144,1.0,1.0,1.0
1.871111,594.43553,1.0,1.0,8.432844,100.0,1.84906,1.0,1.0,1.0,10.0,1.86812,902.170226,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.710178,884.481712,1.0,1.0,1.0,1.0,1.0,7.854651,100.0,100.0,13.125073,1.718429,1.277764,0.735692,0.307341,1.0,1.0,10.0,1.166935,10.0,0.020773,1.0,1.0,1.0
1.871047,593.93844,1.0,1.0,8.429951,100.0,1.859459,1.0,1.0,1.0,10.0,1.877046,902.977864,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.709842,886.317871,1.0,1.0,1.0,1.0,1.0,7.854966,100.0,100.0,13.09437,1.717315,1.277425,0.734959,0.307015,1.0,1.0,10.0,1.164038,10.0,0.018989,1.0,1.0,1.0
1.878209,592.618113,1.0,1.0,8.431717,100.0,1.871231,1.0,1.0,1.0,10.0,1.861075,904.67655,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.708742,884.935189,1.0,1.0,1.0,1.0,1.0,7.854716,100.0,100.0,13.152542,1.720017,1.277832,0.735708,0.307108,1.0,1.0,10.0,1.1652,10.0,0.021086,1.0,1.0,1.0
1.882615,592.681611,1.0,1.0,8.431951,100.0,1.864538,1.0,1.0,1.0,10.0,1.864081,904.085884,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.710315,887.722983,1.0,1.0,1.0,1.0,1.0,7.855563,100.0,100.0,13.165056,1.71868,1.277016,0.735124,0.30733,1.0,1.0,10.0,1.164643,10.0,0.019035,1.0,1.0,1.0
1.858065,592.004643,1.0,1.0,8.430936,100.0,1.862907,1.0,1.0,1.0,10.0,1.851594,904.195385,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706431,883.977242,1.0,1.0,1.0,1.0,1.0,7.853936,100.0,100.0,13.036773,1.719234,1.277136,0.734967,0.306961,1.0,1.0,10.0,1.161057,10.0,0.016527,1.0,1.0,1.0
1.859872,591.094365,1.0,1.0,8.433368,100.0,1.847885,1.0,1.0,1.0,10.0,1.852696,903.558922,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.708641,884.515978,1.0,1.0,1.0,1.0,1.0,7.854606,100.0,100.0,13.159572,1.718031,1.276118,0.735077,0.30678,1.0,1.0,10.0,1.167274,10.0,0.015766,1.0,1.0,1.0
1.868611,591.904031,1.0,1.0,8.432299,100.0,1.836563,1.0,1.0,1.0,10.0,1.850232,902.814479,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.707702,883.771806,1.0,1.0,1.0,1.0,1.0,7.854912,100.0,100.0,13.163297,1.71871,1.275738,0.735297,0.307113,1.0,1.0,10.0,1.160275,10.0,0.017975,1.0,1.0,1.0
1.862348,593.292047,1.0,1.0,8.432002,100.0,1.841551,1.0,1.0,1.0,10.0,1.854096,903.332315,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706074,885.070601,1.0,1.0,1.0,1.0,1.0,7.855343,100.0,100.0,12.956663,1.718375,1.277269,0.735236,0.306641,1.0,1.0,10.0,1.166837,10.0,0.017996,1.0,1.0,1.0
1.858852,591.620093,1.0,1.0,8.432887,100.0,1.838257,1.0,1.0,1.0,10.0,1.858773,904.269519,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70865,885.399302,1.0,1.0,1.0,1.0,1.0,7.855053,100.0,100.0,13.137146,1.718459,1.276165,0.734785,0.307069,1.0,1.0,10.0,1.16598,10.0,0.015265,1.0,1.0,1.0
1.866644,593.218742,1.0,1.0,8.428526,100.0,1.823701,1.0,1.0,1.0,10.0,1.838453,904.296751,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706353,883.686459,1.0,1.0,1.0,1.0,1.0,7.854521,100.0,100.0,13.161486,1.716359,1.276581,0.73418,0.306795,1.0,1.0,10.0,1.165223,10.0,0.017705,1.0,1.0,1.0
1.852691,592.582693,1.0,1.0,8.432072,100.0,1.835385,1.0,1.0,1.0,10.0,1.850914,904.345074,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.707516,884.939213,1.0,1.0,1.0,1.0,1.0,7.853871,100.0,100.0,12.916001,1.717391,1.276209,0.735063,0.306602,1.0,1.0,10.0,1.16792,10.0,0.019976,1.0,1.0,1.0
1.848349,592.521149,1.0,1.0,8.431357,100.0,1.842204,1.0,1.0,1.0,10.0,1.829716,901.97119,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706376,886.284077,1.0,1.0,1.0,1.0,1.0,7.854101,100.0,100.0,12.91479,1.714831,1.276301,0.734142,0.30664,1.0,1.0,10.0,1.166172,10.0,0.014575,1.0,1.0,1.0
1.857092,592.036239,1.0,1.0,8.430796,100.0,1.847976,1.0,1.0,1.0,10.0,1.846908,903.102189,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706196,884.483206,1.0,1.0,1.0,1.0,1.0,7.854754,100.0,100.0,13.179032,1.716719,1.275606,0.733998,0.306693,1.0,1.0,10.0,1.165739,10.0,0.012596,1.0,1.0,1.0
1.855902,594.333176,1.0,1.0,8.430221,100.0,1.837853,1.0,1.0,1.0,10.0,1.840341,901.920845,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706016,884.005373,1.0,1.0,1.0,1.0,1.0,7.854464,100.0,100.0,13.058027,1.716372,1.275716,0.734064,0.306425,1.0,1.0,10.0,1.164591,10.0,0.01508,1.0,1.0,1.0
1.833031,592.007363,1.0,1.0,8.428437,100.0,1.821782,1.0,1.0,1.0,10.0,1.840055,901.890103,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.705473,883.937697,1.0,1.0,1.0,1.0,1.0,7.853348,100.0,100.0,12.953395,1.716327,1.274547,0.733912,0.306476,1.0,1.0,10.0,1.165165,10.0,0.013676,1.0,1.0,1.0
1.851685,592.717336,1.0,1.0,8.426717,100.0,1.824071,1.0,1.0,1.0,10.0,1.837362,903.244414,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706119,883.461759,1.0,1.0,1.0,1.0,1.0,7.853407,100.0,100.0,12.907408,1.713776,1.274424,0.733239,0.30656,1.0,1.0,10.0,1.168533,10.0,0.01407,1.0,1.0,1.0
1.839809,592.287933,1.0,1.0,8.428757,100.0,1.834396,1.0,1.0,1.0,10.0,1.842993,902.016386,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.705039,882.781113,1.0,1.0,1.0,1.0,1.0,7.854476,100.0,100.0,12.903173,1.714279,1.274097,0.734286,0.306566,1.0,1.0,10.0,1.165014,10.0,0.013488,1.0,1.0,1.0
1.835005,589.628363,1.0,1.0,8.430057,100.0,1.81967,1.0,1.0,1.0,10.0,1.833692,902.007967,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70436,883.139258,1.0,1.0,1.0,1.0,1.0,7.854412,100.0,100.0,12.92627,1.715781,1.27335,0.733287,0.306518,1.0,1.0,10.0,1.16708,10.0,0.011351,1.0,1.0,1.0
1.832458,588.666924,1.0,1.0,8.426486,100.0,1.824522,1.0,1.0,1.0,10.0,1.82925,902.503521,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.705199,881.789465,1.0,1.0,1.0,1.0,1.0,7.85431,100.0,100.0,13.058012,1.71595,1.275488,0.73379,0.30638,1.0,1.0,10.0,1.165236,10.0,0.014188,1.0,1.0,1.0
1.818631,590.12099,1.0,1.0,8.429599,100.0,1.815767,1.0,1.0,1.0,10.0,1.829784,899.76671,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.706155,884.925792,1.0,1.0,1.0,1.0,1.0,7.853481,100.0,100.0,12.86903,1.716467,1.273842,0.733887,0.306641,1.0,1.0,10.0,1.16124,10.0,0.013957,1.0,1.0,1.0
1.830509,587.390183,1.0,1.0,8.429498,100.0,1.826715,1.0,1.0,1.0,10.0,1.823024,901.517824,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70463,882.483997,1.0,1.0,1.0,1.0,1.0,7.853618,100.0,100.0,12.955174,1.716101,1.27524,0.733473,0.306609,1.0,1.0,10.0,1.163485,10.0,0.013265,1.0,1.0,1.0
1.846898,589.470997,1.0,1.0,8.429441,100.0,1.800897,1.0,1.0,1.0,10.0,1.838754,900.55585,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.704318,882.635879,1.0,1.0,1.0,1.0,1.0,7.853289,100.0,100.0,12.85585,1.71513,1.274513,0.733462,0.306705,1.0,1.0,10.0,1.166479,10.0,0.011414,1.0,1.0,1.0
1.822928,587.237955,1.0,1.0,8.427569,100.0,1.821521,1.0,1.0,1.0,10.0,1.826154,900.68585,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.705106,880.636087,1.0,1.0,1.0,1.0,1.0,7.852217,100.0,100.0,12.911464,1.713954,1.27383,0.733455,0.306411,1.0,1.0,10.0,1.157598,10.0,0.013475,1.0,1.0,1.0
1.803819,587.08304,1.0,1.0,8.427998,100.0,1.820044,1.0,1.0,1.0,10.0,1.839489,900.30941,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702998,880.829386,1.0,1.0,1.0,1.0,1.0,7.852659,100.0,100.0,12.920073,1.71371,1.273239,0.734137,0.306478,1.0,1.0,10.0,1.159006,10.0,0.011643,1.0,1.0,1.0
1.815389,588.013503,1.0,1.0,8.427358,100.0,1.808534,1.0,1.0,1.0,10.0,1.827804,900.009856,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.704349,880.633421,1.0,1.0,1.0,1.0,1.0,7.851971,100.0,100.0,12.879573,1.713903,1.274287,0.732596,0.306492,1.0,1.0,10.0,1.160687,10.0,0.009824,1.0,1.0,1.0
1.8349,585.867204,1.0,1.0,8.426061,100.0,1.831075,1.0,1.0,1.0,10.0,1.832909,900.421692,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702856,880.516037,1.0,1.0,1.0,1.0,1.0,7.852017,100.0,100.0,12.722051,1.713902,1.272081,0.733059,0.306333,1.0,1.0,10.0,1.162339,10.0,0.010873,1.0,1.0,1.0
1.818672,585.836382,1.0,1.0,8.426272,100.0,1.80502,1.0,1.0,1.0,10.0,1.820629,898.800845,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.704483,880.190111,1.0,1.0,1.0,1.0,1.0,7.851975,100.0,100.0,12.67373,1.713473,1.273235,0.732789,0.306221,1.0,1.0,10.0,1.158469,10.0,0.010554,1.0,1.0,1.0
1.813764,584.137313,1.0,1.0,8.426872,100.0,1.800882,1.0,1.0,1.0,10.0,1.837034,897.355937,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702888,879.952417,1.0,1.0,1.0,1.0,1.0,7.852993,100.0,100.0,12.736726,1.714543,1.273457,0.732775,0.306037,1.0,1.0,10.0,1.159963,10.0,0.010156,1.0,1.0,1.0
1.789576,585.773335,1.0,1.0,8.424127,100.0,1.823202,1.0,1.0,1.0,10.0,1.815166,898.53416,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702467,880.320766,1.0,1.0,1.0,1.0,1.0,7.851908,100.0,100.0,12.678288,1.71436,1.273919,0.732574,0.306005,1.0,1.0,10.0,1.156003,10.0,0.011843,1.0,1.0,1.0
1.804461,586.947219,1.0,1.0,8.423857,100.0,1.805381,1.0,1.0,1.0,10.0,1.822151,897.565246,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.703251,877.21087,1.0,1.0,1.0,1.0,1.0,7.852603,100.0,100.0,12.807925,1.713937,1.272911,0.733609,0.306252,1.0,1.0,10.0,1.156829,10.0,0.010559,1.0,1.0,1.0
1.833515,585.557098,1.0,1.0,8.423654,100.0,1.80463,1.0,1.0,1.0,10.0,1.804298,895.262055,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702076,878.909123,1.0,1.0,1.0,1.0,1.0,7.851503,100.0,100.0,12.675771,1.713392,1.273798,0.733269,0.306323,1.0,1.0,10.0,1.156329,10.0,0.011599,1.0,1.0,1.0
1.795274,583.36581,1.0,1.0,8.427423,100.0,1.809694,1.0,1.0,1.0,10.0,1.809548,897.744654,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.704167,877.268873,1.0,1.0,1.0,1.0,1.0,7.852355,100.0,100.0,12.752057,1.711427,1.272388,0.732847,0.30654,1.0,1.0,10.0,1.155998,10.0,0.01023,1.0,1.0,1.0
1.815696,582.904575,1.0,1.0,8.425495,100.0,1.768457,1.0,1.0,1.0,10.0,1.810487,896.898048,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701379,876.575526,1.0,1.0,1.0,1.0,1.0,7.851207,100.0,100.0,12.619303,1.715039,1.273259,0.732482,0.306147,1.0,1.0,10.0,1.153095,10.0,0.012554,1.0,1.0,1.0
1.82269,581.300485,1.0,1.0,8.424264,100.0,1.795953,1.0,1.0,1.0,10.0,1.833994,897.896936,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702991,877.741272,1.0,1.0,1.0,1.0,1.0,7.851702,100.0,100.0,12.494668,1.714908,1.272375,0.732585,0.306123,1.0,1.0,10.0,1.155665,10.0,0.011597,1.0,1.0,1.0
1.787851,582.521653,1.0,1.0,8.423635,100.0,1.812567,1.0,1.0,1.0,10.0,1.822225,896.57772,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701816,875.974717,1.0,1.0,1.0,1.0,1.0,7.851097,100.0,100.0,12.621449,1.711809,1.27219,0.733004,0.306232,1.0,1.0,10.0,1.150708,10.0,0.008789,1.0,1.0,1.0
1.82135,584.196457,1.0,1.0,8.423819,100.0,1.780509,1.0,1.0,1.0,10.0,1.828267,895.051125,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702303,876.617159,1.0,1.0,1.0,1.0,1.0,7.851183,100.0,100.0,12.689617,1.712946,1.270752,0.733145,0.305798,1.0,1.0,10.0,1.151615,10.0,0.009025,1.0,1.0,1.0
1.792192,582.300414,1.0,1.0,8.423879,100.0,1.80804,1.0,1.0,1.0,10.0,1.805688,896.234758,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702403,875.702809,1.0,1.0,1.0,1.0,1.0,7.850327,100.0,100.0,12.511799,1.713292,1.272454,0.733263,0.305858,1.0,1.0,10.0,1.150771,10.0,0.01014,1.0,1.0,1.0
1.805603,580.992256,1.0,1.0,8.423057,100.0,1.790996,1.0,1.0,1.0,10.0,1.808544,893.20407,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.703618,876.86594,1.0,1.0,1.0,1.0,1.0,7.851152,100.0,100.0,12.520404,1.714952,1.27244,0.732606,0.305867,1.0,1.0,10.0,1.149631,10.0,0.00858,1.0,1.0,1.0
1.796284,580.561913,1.0,1.0,8.423562,100.0,1.799009,1.0,1.0,1.0,10.0,1.825427,895.010658,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.704714,875.048808,1.0,1.0,1.0,1.0,1.0,7.850127,100.0,100.0,12.565679,1.712143,1.272375,0.732181,0.30604,1.0,1.0,10.0,1.148169,10.0,0.007992,1.0,1.0,1.0
1.815643,579.522803,1.0,1.0,8.421847,100.0,1.796238,1.0,1.0,1.0,10.0,1.808452,893.996237,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702347,875.569904,1.0,1.0,1.0,1.0,1.0,7.850563,100.0,100.0,12.681343,1.712443,1.271666,0.732415,0.305748,1.0,1.0,10.0,1.153303,10.0,0.008364,1.0,1.0,1.0
1.794477,579.146012,1.0,1.0,8.423814,100.0,1.798895,1.0,1.0,1.0,10.0,1.81234,895.461765,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.701597,875.152688,1.0,1.0,1.0,1.0,1.0,7.850311,100.0,100.0,12.457848,1.713788,1.27239,0.732269,0.305698,1.0,1.0,10.0,1.145224,10.0,0.008946,1.0,1.0,1.0
1.790822,579.511737,1.0,1.0,8.422894,100.0,1.794328,1.0,1.0,1.0,10.0,1.803762,892.509663,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702836,876.039167,1.0,1.0,1.0,1.0,1.0,7.850356,100.0,100.0,12.573856,1.711072,1.273378,0.732048,0.306153,1.0,1.0,10.0,1.146565,10.0,0.009664,1.0,1.0,1.0
1.803131,579.783543,1.0,1.0,8.422773,100.0,1.802738,1.0,1.0,1.0,10.0,1.814472,894.63671,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.700193,875.667397,1.0,1.0,1.0,1.0,1.0,7.851694,100.0,100.0,12.473652,1.709746,1.271506,0.731906,0.306146,1.0,1.0,10.0,1.145805,10.0,0.010521,1.0,1.0,1.0
1.799857,580.420067,1.0,1.0,8.422867,100.0,1.783293,1.0,1.0,1.0,10.0,1.819577,895.27664,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702151,876.37868,1.0,1.0,1.0,1.0,1.0,7.849963,100.0,100.0,12.539409,1.710517,1.272131,0.732975,0.305727,1.0,1.0,10.0,1.147111,10.0,0.01175,1.0,1.0,1.0
1.795269,579.491815,1.0,1.0,8.423447,100.0,1.782366,1.0,1.0,1.0,10.0,1.798793,894.229401,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.700807,876.598375,1.0,1.0,1.0,1.0,1.0,7.850405,100.0,100.0,12.473099,1.711298,1.272311,0.732385,0.305793,1.0,1.0,10.0,1.140854,10.0,0.008728,1.0,1.0,1.0
1.805586,580.496198,1.0,1.0,8.423396,100.0,1.801849,1.0,1.0,1.0,10.0,1.813131,895.588353,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.703435,875.810014,1.0,1.0,1.0,1.0,1.0,7.851169,100.0,100.0,12.591817,1.714649,1.271291,0.732173,0.306438,1.0,1.0,10.0,1.147434,10.0,0.007934,1.0,1.0,1.0
1.813833,582.434002,1.0,1.0,8.421819,100.0,1.80702,1.0,1.0,1.0,10.0,1.802889,893.277337,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70323,874.290977,1.0,1.0,1.0,1.0,1.0,7.849927,100.0,100.0,12.41165,1.71274,1.271456,0.731631,0.305869,1.0,1.0,10.0,1.146133,10.0,0.008639,1.0,1.0,1.0
1.805161,579.784528,1.0,1.0,8.422652,100.0,1.781314,1.0,1.0,1.0,10.0,1.816008,894.472066,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702905,876.398022,1.0,1.0,1.0,1.0,1.0,7.851091,100.0,100.0,12.614826,1.713681,1.271744,0.73185,0.305744,1.0,1.0,10.0,1.143646,10.0,0.007461,1.0,1.0,1.0
1.80448,580.951577,1.0,1.0,8.421069,100.0,1.799248,1.0,1.0,1.0,10.0,1.794073,893.417515,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.700945,875.923124,1.0,1.0,1.0,1.0,1.0,7.849904,100.0,100.0,12.531227,1.711186,1.27242,0.732195,0.305989,1.0,1.0,10.0,1.146089,10.0,0.01178,1.0,1.0,1.0
1.791887,582.226921,1.0,1.0,8.422897,100.0,1.788007,1.0,1.0,1.0,10.0,1.798112,894.389714,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.70383,876.122559,1.0,1.0,1.0,1.0,1.0,7.850469,100.0,100.0,12.470963,1.711333,1.272311,0.732082,0.306275,1.0,1.0,10.0,1.144953,10.0,0.011077,1.0,1.0,1.0
1.795661,581.57306,1.0,1.0,8.422907,100.0,1.806721,1.0,1.0,1.0,10.0,1.801338,895.368018,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.702688,875.69715,1.0,1.0,1.0,1.0,1.0,7.850323,100.0,100.0,12.493365,1.712934,1.272018,0.732538,0.305882,1.0,1.0,10.0,1.142614,10.0,0.008775,1.0,1.0,1.0
1.815092,581.1171,1.0,1.0,8.423667,100.0,1.782713,1.0,1.0,1.0,10.0,1.810549,896.045056,1.0,1.0,1.0,1.0,1.0,100.0,100.0,1.703319,876.743717,1.0,1.0,1.0,1.0,1.0,7.851029,100.0,100.0,12.510917,1.712087,1.273015,0.732575,0.306433,1.0,1.0,10.0,1.143289,10.0,0.011011,1.0,1.0,1.0
